"","TaxonID","class","scientificName","documentType","urls"
"180",5630,"Bivalvia","Pleurobema marshalli","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/891114e.pdf"
"181",5630,"Bivalvia","Pleurobema marshalli","ReviewURLs","https://www.govinfo.gov/link/fr/88/71644"
"182",5630,"Bivalvia","Pleurobema marshalli","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2331.pdf"
"183",5630,"Bivalvia","Pleurobema marshalli","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1350.pdf"
"184",3254,"Bivalvia","Pleurobema oviforme","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/235649"
"185",4132,"Bivalvia","Pleurobema pyriforme","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Gulf Moccasinshell, Oval Pigtoe, Purple Bankclimber, Shinyrayed Pocketbook Recovery Plan Amendment.pdf"
"186",4132,"Bivalvia","Pleurobema pyriforme","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/030930.pdf"
"187",4132,"Bivalvia","Pleurobema pyriforme","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2961.pdf"
"188",4132,"Bivalvia","Pleurobema pyriforme","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1074.pdf"
"189",4132,"Bivalvia","Pleurobema pyriforme","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/72/64286?link-type=pdf"
"190",3417,"Bivalvia","Pleurobema strodeanum","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/20121113_Recovery Outline for 8 Gulf Coast Mussels_FINAL.pdf"
"191",3417,"Bivalvia","Pleurobema strodeanum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3970.pdf"
"192",3417,"Bivalvia","Pleurobema strodeanum","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/77/61663?link-type=pdf"
"193",5430,"Bivalvia","Pleurobema perovatum","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Ovate Clubshell Recovery Plan Amendment.pdf"
"194",5430,"Bivalvia","Pleurobema perovatum","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/001117.pdf"
"195",5430,"Bivalvia","Pleurobema perovatum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2856.pdf"
"196",5430,"Bivalvia","Pleurobema perovatum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1314.pdf"
"197",5430,"Bivalvia","Pleurobema perovatum","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/69/40084?link-type=pdf"
"198",10233,"Bivalvia","Pleurobema riddellii","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/230326"
"199",10233,"Bivalvia","Pleurobema riddellii","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/16776"
"200",298,"Bivalvia","Pleurobema taitianum","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Heavy Pigtoe Recovery Plan Amendment_1.pdf"
"201",298,"Bivalvia","Pleurobema taitianum","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/891114e.pdf"
"202",298,"Bivalvia","Pleurobema taitianum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3478.pdf"
"203",298,"Bivalvia","Pleurobema taitianum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2332.pdf"
"204",298,"Bivalvia","Pleurobema taitianum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1350.pdf"
"205",6894,"Bivalvia","Pleurobema plenum","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/840806.pdf"
"206",6894,"Bivalvia","Pleurobema plenum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/963.pdf"
"207",6894,"Bivalvia","Pleurobema plenum","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2224.pdf"
"208",3534,"Bivalvia","Lasmigona decorata","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/970117.pdf"
"209",3534,"Bivalvia","Lasmigona decorata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2708.pdf"
"210",3534,"Bivalvia","Lasmigona decorata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1911.pdf"
"211",3534,"Bivalvia","Lasmigona decorata","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/67/44502?link-type=pdf"
"212",783,"Bivalvia","Lasmigona holstonia","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/224164"
"213",7541,"Bivalvia","Lasmigona subviridis","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/233888"
"214",7541,"Bivalvia","Lasmigona subviridis","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/48294"
"215",6208,"Bivalvia","Simpsonaias ambigua","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/235640"
"216",6208,"Bivalvia","Simpsonaias ambigua","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/57224"
"217",4396,"Bivalvia","Ptychobranchus greenii","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Triangular Kidneyshell Recovery Plan Amendment_1.pdf"
"218",4396,"Bivalvia","Ptychobranchus greenii","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/001117.pdf"
"219",4396,"Bivalvia","Ptychobranchus greenii","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2857.pdf"
"220",4396,"Bivalvia","Ptychobranchus greenii","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1314.pdf"
"221",4396,"Bivalvia","Ptychobranchus greenii","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/69/40084?link-type=pdf"
"222",7539,"Bivalvia","Ptychobranchus jonesi","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/20121113_Recovery Outline for 8 Gulf Coast Mussels_FINAL.pdf"
"223",7539,"Bivalvia","Ptychobranchus jonesi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3970.pdf"
"224",7539,"Bivalvia","Ptychobranchus jonesi","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/77/61663?link-type=pdf"
"225",8965,"Bivalvia","Truncilla macrodon","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/203711"
"226",8965,"Bivalvia","Truncilla macrodon","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/86/47916?link-type=pdf"
"227",7870,"Bivalvia","Truncilla cognata","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/233620"
"228",7870,"Bivalvia","Truncilla cognata","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/47952"
"229",9879,"Bivalvia","Obovaria subrotunda","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/228102"
"230",9879,"Bivalvia","Obovaria subrotunda","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/185478"
"231",9879,"Bivalvia","Obovaria subrotunda","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/14794"
"232",4128,"Bivalvia","Obovaria retusa","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/910325.pdf"
"233",4128,"Bivalvia","Obovaria retusa","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2870.pdf"
"234",4128,"Bivalvia","Obovaria retusa","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1732.pdf"
"235",2549,"Bivalvia","Plethobasus cicatricosus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/060313h.pdf"
"236",2549,"Bivalvia","Plethobasus cicatricosus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/4033.pdf"
"237",2549,"Bivalvia","Plethobasus cicatricosus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2344.pdf"
"238",1132,"Bivalvia","Plethobasus cooperianus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/840930b.pdf"
"239",1132,"Bivalvia","Plethobasus cooperianus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/4048.pdf"
"240",1132,"Bivalvia","Plethobasus cooperianus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2540.pdf"
"241",6903,"Bivalvia","Plethobasus cyphyus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/224173"
"242",6903,"Bivalvia","Plethobasus cyphyus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Draft Recovery Plan for 4 Mussels_December 2023.pdf"
"243",6903,"Bivalvia","Plethobasus cyphyus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3077.pdf"
"244",6377,"Bivalvia","Dromus dromas","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/840709c.pdf"
"245",6377,"Bivalvia","Dromus dromas","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2959.pdf"
"246",6377,"Bivalvia","Dromus dromas","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2959.pdf"
"247",6636,"Bivalvia","Lemiox rimosus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/060206a.pdf"
"248",6636,"Bivalvia","Lemiox rimosus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2958.pdf"
"249",6636,"Bivalvia","Lemiox rimosus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2161.pdf"
"250",7287,"Bivalvia","Medionidus acutissimus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Alabama Moccasinshell Recovery Plan Amendment_1.pdf"
"251",7287,"Bivalvia","Medionidus acutissimus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/001117.pdf"
"252",7287,"Bivalvia","Medionidus acutissimus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2852.pdf"
"253",7287,"Bivalvia","Medionidus acutissimus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1314.pdf"
"254",7287,"Bivalvia","Medionidus acutissimus","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/69/40084?link-type=pdf"
"255",9881,"Bivalvia","Medionidus conradicus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/235649"
"256",2575,"Bivalvia","Medionidus parvulus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Coosa moccasinshell and Southern pigtoe Recovery Plan Amendment_2.pdf"
"257",2575,"Bivalvia","Medionidus parvulus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/001117.pdf"
"258",2575,"Bivalvia","Medionidus parvulus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2853.pdf"
"259",2575,"Bivalvia","Medionidus parvulus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1314.pdf"
"260",2575,"Bivalvia","Medionidus parvulus","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/69/40084?link-type=pdf"
"261",7663,"Bivalvia","Medionidus penicillatus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Gulf Moccasinshell, Oval Pigtoe, Purple Bankclimber, Shinyrayed Pocketbook Recovery Plan Amendment.pdf"
"262",7663,"Bivalvia","Medionidus penicillatus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/030930.pdf"
"263",7663,"Bivalvia","Medionidus penicillatus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3128.pdf"
"264",7663,"Bivalvia","Medionidus penicillatus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1072.pdf"
"265",7663,"Bivalvia","Medionidus penicillatus","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/72/64286?link-type=pdf"
"266",8083,"Bivalvia","Medionidus simpsonianus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Ochlockonee Moccasinshell Recovery Plan Amendment_1.pdf"
"267",8083,"Bivalvia","Medionidus simpsonianus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/030930.pdf"
"268",8083,"Bivalvia","Medionidus simpsonianus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3071.pdf"
"269",8083,"Bivalvia","Medionidus simpsonianus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1073.pdf"
"270",8083,"Bivalvia","Medionidus simpsonianus","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/72/64286?link-type=pdf"
"271",533,"Bivalvia","Medionidus walkeri","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/2016.12.16_recovery_outline_suwannee_mocc.pdf"
"272",533,"Bivalvia","Medionidus walkeri","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3973.pdf"
"273",533,"Bivalvia","Medionidus walkeri","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/86/34979?link-type=pdf"
"274",6895,"Bivalvia","Cyprogenia aberti","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/233671"
"275",6895,"Bivalvia","Cyprogenia aberti","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/214601"
"276",6895,"Bivalvia","Cyprogenia aberti","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Recovery Outline Western Fanshell.pdf"
"277",6895,"Bivalvia","Cyprogenia aberti","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/41724"
"278",4822,"Bivalvia","Cyprogenia stegaria","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/910709.pdf"
"279",4822,"Bivalvia","Cyprogenia stegaria","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2728.pdf"
"280",2780,"Bivalvia","Potamilus capax","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Fat Pocketbook Mussel Recovery Plan Amendment_1.pdf"
"281",2780,"Bivalvia","Potamilus capax","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/891114c.pdf"
"282",2780,"Bivalvia","Potamilus capax","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2927.pdf"
"283",2780,"Bivalvia","Potamilus capax","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1906.pdf"
"284",299,"Bivalvia","Potamilus amphichaenus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/230326"
"285",299,"Bivalvia","Potamilus amphichaenus","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/88/16776"
"286",7286,"Bivalvia","Potamilus inflatus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/930413.pdf"
"287",7286,"Bivalvia","Potamilus inflatus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2581.pdf"
"288",7660,"Bivalvia","Elliptoideus sloatianus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Gulf Moccasinshell, Oval Pigtoe, Purple Bankclimber, Shinyrayed Pocketbook Recovery Plan Amendment.pdf"
"289",7660,"Bivalvia","Elliptoideus sloatianus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/030930.pdf"
"290",7660,"Bivalvia","Elliptoideus sloatianus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2962.pdf"
"291",7660,"Bivalvia","Elliptoideus sloatianus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1076.pdf"
"292",7660,"Bivalvia","Elliptoideus sloatianus","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/72/64286?link-type=pdf"
"293",3119,"Bivalvia","Epioblasma brevidens","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/040524.pdf"
"294",3119,"Bivalvia","Epioblasma brevidens","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2914.pdf"
"295",3119,"Bivalvia","Epioblasma brevidens","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1080.pdf"
"296",3119,"Bivalvia","Epioblasma brevidens","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/69/53136?link-type=pdf"
"297",2099,"Bivalvia","Epioblasma capsaeformis","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/040524.pdf"
"298",2099,"Bivalvia","Epioblasma capsaeformis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2688.pdf"
"299",2099,"Bivalvia","Epioblasma capsaeformis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1721.pdf"
"300",2099,"Bivalvia","Epioblasma capsaeformis","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/69/53136?link-type=pdf"
"301",317,"Bivalvia","Epioblasma metastriata","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/001117.pdf"
"302",317,"Bivalvia","Epioblasma metastriata","ReviewURLs","https://www.govinfo.gov/link/fr/88/71644"
"303",317,"Bivalvia","Epioblasma metastriata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2684.pdf"
"304",317,"Bivalvia","Epioblasma metastriata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1314.pdf"
"305",5602,"Bivalvia","Epioblasma obliquata","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/920310.pdf"
"306",5602,"Bivalvia","Epioblasma obliquata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2963.pdf"
"307",5602,"Bivalvia","Epioblasma obliquata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2963.pdf"
"308",5602,"Bivalvia","Epioblasma obliquata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1624.pdf"
"309",8469,"Bivalvia","Epioblasma othcaloogensis","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/001117.pdf"
"310",8469,"Bivalvia","Epioblasma othcaloogensis","ReviewURLs","https://www.govinfo.gov/link/fr/88/71644"
"311",8469,"Bivalvia","Epioblasma othcaloogensis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2685.pdf"
"312",8469,"Bivalvia","Epioblasma othcaloogensis","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1314.pdf"
"313",7285,"Bivalvia","Epioblasma penita","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Southern Combshell Mussel and Black Clubshell Mussel Recovery Plan Amendment.pdf"
"314",7285,"Bivalvia","Epioblasma penita","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/891114e.pdf"
"315",7285,"Bivalvia","Epioblasma penita","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3478.pdf"
"316",7285,"Bivalvia","Epioblasma penita","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2333.pdf"
"317",7285,"Bivalvia","Epioblasma penita","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1350.pdf"
"318",4135,"Bivalvia","Epioblasma triquetra","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/223957"
"319",4135,"Bivalvia","Epioblasma triquetra","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Draft Recovery Plan for 4 Mussels_December 2023.pdf"
"320",4135,"Bivalvia","Epioblasma triquetra","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2680.pdf"
"321",7659,"Bivalvia","Epioblasma turgidula","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/850125.pdf"
"322",7659,"Bivalvia","Epioblasma turgidula","ReviewURLs","https://www.govinfo.gov/link/fr/88/71644"
"323",7659,"Bivalvia","Epioblasma turgidula","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2395.pdf"
"324",7659,"Bivalvia","Epioblasma turgidula","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1274.pdf"
"325",4130,"Bivalvia","Hemistena lata","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Cracking Pearlymussel 1991_2.pdf"
"326",4130,"Bivalvia","Hemistena lata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2921.pdf"
"327",4130,"Bivalvia","Hemistena lata","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2921.pdf"
"328",2572,"Bivalvia","Pegias fabula","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/890922.pdf"
"329",2572,"Bivalvia","Pegias fabula","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2928.pdf"
"330",2572,"Bivalvia","Pegias fabula","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2139.pdf"
"331",3118,"Bivalvia","Toxolasma cylindrellus","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/840822.pdf"
"332",3118,"Bivalvia","Toxolasma cylindrellus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3562.pdf"
"333",3118,"Bivalvia","Toxolasma cylindrellus","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1777.pdf"
"334",8468,"Bivalvia","Margaritifera hembeli","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/166407"
"335",8468,"Bivalvia","Margaritifera hembeli","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Louisiana Pearlshell Revised Recovery Plan.pdf"
"336",8468,"Bivalvia","Margaritifera hembeli","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/3986.pdf"
"337",8468,"Bivalvia","Margaritifera hembeli","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2524.pdf"
"338",8468,"Bivalvia","Margaritifera hembeli","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1701.pdf"
"339",3961,"Bivalvia","Margaritifera marrianae","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/20121113_Recovery Outline for 8 Gulf Coast Mussels_FINAL.pdf"
"340",3961,"Bivalvia","Margaritifera marrianae","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/4102.pdf"
"341",3961,"Bivalvia","Margaritifera marrianae","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/77/61663?link-type=pdf"
"342",7867,"Bivalvia","Cumberlandia monodonta","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/224411"
"343",7867,"Bivalvia","Cumberlandia monodonta","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Draft Recovery Plan for 4 Mussels_December 2023.pdf"
"344",7867,"Bivalvia","Cumberlandia monodonta","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2760.pdf"
"345",4162,"Malacostraca","Antrolana lira","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/960930d.pdf"
"346",2692,"Malacostraca","Lirceus culveri","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/225935"
"347",4290,"Malacostraca","Gammarus pecos","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/214610"
"348",4290,"Malacostraca","Gammarus pecos","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Diamond Y Invertebrates Draft Recovery Plan_13Sep2021_1.pdf"
"349",4290,"Malacostraca","Gammarus pecos","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2829.pdf"
"350",4290,"Malacostraca","Gammarus pecos","CriticalHabitatDesignationURLs","https://www.govinfo.gov/link/fr/78/40970?link-type=pdf"
"351",5908,"Malacostraca","Stygobromus cooperi","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/235713"
"352",8410,"Malacostraca","Stygobromus hayi","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/Hay_s spring amphipod Recovery Plan final_2022-08-09 signed KH(1).pdf"
"353",8410,"Malacostraca","Stygobromus hayi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2992.pdf"
"354",8410,"Malacostraca","Stygobromus hayi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/2045.pdf"
"355",8410,"Malacostraca","Stygobromus hayi","ReviewURLs","https://ecosphere-documents-production-public.s3.amazonaws.com/sams/public_docs/species_nonpublish/1220.pdf"
"356",7312,"Malacostraca","Stygobromus indentatus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/189463"
"357",3150,"Malacostraca","Stygobromus morrisoni","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/235713"
"358",7901,"Malacostraca","Stygobromus parvus","SpeciesStatusAssessmentURLs","https://ecos.fws.gov/ServCat/DownloadFile/235713"
"359",5008,"Malacostraca","Palaemonias ganteri","RecoveryPlanURLs","https://ecos.fws.gov/docs/recovery_plan/KY cave shrimp 1988 rp.pdf"
