,t1_f1,t2_f1,t3_f1,t4_f1,t5_f1,t6_f1,t7_f1,t8_f1,t9_f1,t10_f1,t11_f1,t12_f1,t13_f1
766,0.46153846153846156,0.6666666666666666,0.3333333333333333,0.4,0.4,0.5714285714285714,0.6666666666666666,0.625,0.875,0.0,0.875,0.7142857142857143,0.0
767,0.8,0.4444444444444444,0.5454545454545454,0.3333333333333333,0.5,0.75,0.5333333333333333,0.75,0.6666666666666666,0.0,0.8,0.8571428571428571,0.0
768,0.8,0.6,1.0,0.3333333333333333,0.6666666666666666,0.75,1.0,0.8,0.75,0.0,0.8,0.6666666666666666,0.4
769,0.6666666666666666,0.6,0.8888888888888888,0.5,0.0,0.4444444444444444,0.7142857142857143,0.75,0.625,0.0,0.6153846153846154,0.75,0.0
770,0.9090909090909091,0.6,0.6666666666666666,0.2857142857142857,1.0,0.6666666666666666,0.7272727272727273,0.8,0.8235294117647058,0.0,0.7058823529411765,0.875,0.0
771,0.75,0.7272727272727273,0.75,0.5,0.3333333333333333,0.5714285714285714,0.5454545454545454,0.9411764705882353,0.8235294117647058,0.0,0.6666666666666666,0.8,0.0
772,0.8333333333333334,0.6153846153846154,0.25,0.2857142857142857,0.8,0.0,0.6153846153846154,0.6153846153846154,0.8888888888888888,0.0,0.9411764705882353,0.875,0.0
773,0.7692307692307693,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.6666666666666666,0.4,0.6,0.6666666666666666,0.75,0.0,0.9411764705882353,0.8,0.0
774,0.8571428571428571,0.6,0.5714285714285714,0.5454545454545454,0.0,0.2857142857142857,0.6666666666666666,0.8235294117647058,0.6666666666666666,0.0,0.8,0.875,0.0
775,0.8333333333333334,0.6666666666666666,0.2857142857142857,0.4,0.6666666666666666,0.4,0.42857142857142855,0.6666666666666666,0.8,0.0,0.8235294117647058,0.6666666666666666,0.0
776,0.6,0.5454545454545454,0.75,0.4,0.5714285714285714,0.4,0.5454545454545454,0.8,0.7142857142857143,0.0,0.8,0.8,0.0
777,0.75,0.36363636363636365,0.6,0.0,0.4,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.7058823529411765,0.0,0.6666666666666666,0.8,0.0
778,0.9230769230769231,0.5,0.6,0.25,0.3333333333333333,0.5,0.6666666666666666,0.75,0.5714285714285714,0.0,0.5714285714285714,0.875,0.0
779,0.8333333333333334,0.4444444444444444,0.6666666666666666,0.0,0.6666666666666666,0.2857142857142857,0.5,0.7058823529411765,0.5333333333333333,0.0,0.875,0.7692307692307693,0.6666666666666666
780,0.5714285714285714,0.6,0.6153846153846154,0.3333333333333333,0.75,0.3333333333333333,0.4,0.8,0.5714285714285714,0.0,0.7777777777777778,0.7692307692307693,0.0
781,0.8,0.7272727272727273,0.5714285714285714,0.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.875,0.6666666666666666,0.0,0.875,0.5454545454545454,0.0
782,0.7142857142857143,0.5714285714285714,0.75,0.4444444444444444,0.5714285714285714,0.4,0.9230769230769231,0.75,0.8,0.0,0.7777777777777778,0.8,0.0
783,0.7692307692307693,0.5,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.25,0.8,0.625,0.9411764705882353,0.0,0.6666666666666666,0.8571428571428571,0.6666666666666666
784,0.5454545454545454,0.2857142857142857,0.6,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.4444444444444444,0.7142857142857143,0.625,0.0,0.8235294117647058,0.5,0.0
785,0.8333333333333334,0.75,0.3333333333333333,0.4,0.8571428571428571,0.4,0.6153846153846154,0.8235294117647058,0.8235294117647058,0.0,0.6666666666666666,0.875,0.0
786,0.6666666666666666,0.5454545454545454,0.2857142857142857,0.0,0.6666666666666666,0.6666666666666666,0.6,0.75,0.8235294117647058,0.0,0.7142857142857143,0.8571428571428571,0.5
787,0.7692307692307693,0.6666666666666666,0.8,0.0,0.5,0.3333333333333333,0.6153846153846154,0.875,0.8,0.0,0.7692307692307693,0.875,0.0
788,0.6666666666666666,0.75,0.6666666666666666,0.4444444444444444,0.5714285714285714,0.8,0.7058823529411765,0.75,0.8235294117647058,0.0,0.8235294117647058,0.875,0.0
789,0.6,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.6,0.5,0.75,0.625,0.0,0.8235294117647058,0.5454545454545454,0.0
790,0.46153846153846156,0.7272727272727273,0.6666666666666666,0.5,0.5,0.4,0.6666666666666666,0.8571428571428571,0.8,0.0,0.75,0.7692307692307693,0.0
791,0.6666666666666666,0.6,0.6666666666666666,0.0,0.6666666666666666,0.5714285714285714,0.5,0.8235294117647058,0.7142857142857143,0.0,0.625,0.6666666666666666,0.0
792,0.6666666666666666,0.6666666666666666,0.5,0.0,0.6666666666666666,0.5714285714285714,0.5454545454545454,0.7777777777777778,0.8235294117647058,0.0,0.75,0.7692307692307693,0.0
793,0.2857142857142857,0.5,0.6666666666666666,0.36363636363636365,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.8,0.8421052631578947,0.0,0.8235294117647058,0.7692307692307693,0.0
